Scan,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16
6589,0.0476074,-0.038147,-0.0665283,-0.0131226,0.0195312,-0.0741577,-0.00915527,0.112915,0.00457764,0.0350952,0.0314331,0.0158691,0.00701904,-0.00610352,-0.0244141,-0.0195312
6699,0.0473022,-0.0378418,-0.0646973,-0.0131226,0.0195312,-0.0750732,-0.0088501,0.11261,0.00488281,0.0357056,0.0299072,0.0152588,0.00701904,-0.00549316,-0.0250244,-0.0189209
6699,0.0473022,-0.0378418,-0.0646973,-0.0131226,0.0195312,-0.0750732,-0.0088501,0.11261,0.00488281,0.0357056,0.0299072,0.0152588,0.00701904,-0.00549316,-0.0250244,-0.0189209
6789,0.0457764,-0.0369263,-0.0628662,-0.0134277,0.0195312,-0.0750732,-0.00854492,0.112,0.00457764,0.0354004,0.0292969,0.0146484,0.00610352,-0.00549316,-0.0247192,-0.0198364
6789,0.0457764,-0.0369263,-0.0628662,-0.0134277,0.0195312,-0.0750732,-0.00854492,0.112,0.00457764,0.0354004,0.0292969,0.0146484,0.00610352,-0.00549316,-0.0247192,-0.0198364
6899,0.0439453,-0.0372314,-0.0613403,-0.0119019,0.0167847,-0.0759888,-0.0088501,0.111694,0.00518799,0.0350952,0.0296021,0.0158691,0.00732422,-0.00549316,-0.0250244,-0.0189209
6899,0.0439453,-0.0372314,-0.0613403,-0.0119019,0.0167847,-0.0759888,-0.0088501,0.111694,0.00518799,0.0350952,0.0296021,0.0158691,0.00732422,-0.00549316,-0.0250244,-0.0189209
6989,0.043335,-0.0378418,-0.0610352,-0.012207,0.0158691,-0.0769043,-0.00854492,0.114136,0.00457764,0.0344849,0.0280762,0.0161743,0.00762939,-0.00457764,-0.0247192,-0.0204468
6989,0.043335,-0.0378418,-0.0610352,-0.012207,0.0158691,-0.0769043,-0.00854492,0.114136,0.00457764,0.0344849,0.0280762,0.0161743,0.00762939,-0.00457764,-0.0247192,-0.0204468
7099,0.0439453,-0.038147,-0.0616455,-0.0119019,0.0152588,-0.0765991,-0.00732422,0.11261,0.00579834,0.0354004,0.027771,0.0146484,0.00732422,-0.00488281,-0.0253296,-0.0201416
7189,0.0442505,-0.0384521,-0.0610352,-0.0128174,0.015564,-0.0759888,-0.00946045,0.11322,0.00579834,0.0360107,0.0274658,0.0140381,0.00701904,-0.00549316,-0.0247192,-0.0198364
7189,0.0442505,-0.0384521,-0.0610352,-0.0128174,0.015564,-0.0759888,-0.00946045,0.11322,0.00579834,0.0360107,0.0274658,0.0140381,0.00701904,-0.00549316,-0.0247192,-0.0198364
7299,0.0430298,-0.038147,-0.0622559,-0.0137329,0.015564,-0.0759888,-0.0088501,0.111389,0.00579834,0.0360107,0.0280762,0.0134277,0.00671387,-0.00518799,-0.0231934,-0.0198364
7299,0.0430298,-0.038147,-0.0622559,-0.0137329,0.015564,-0.0759888,-0.0088501,0.111389,0.00579834,0.0360107,0.0280762,0.0134277,0.00671387,-0.00518799,-0.0231934,-0.0198364
7399,0.0430298,-0.0384521,-0.0637817,-0.0137329,0.0158691,-0.0759888,-0.00854492,0.112305,0.00488281,0.0357056,0.027771,0.0140381,0.00701904,-0.00549316,-0.0244141,-0.0189209
7399,0.0430298,-0.0384521,-0.0637817,-0.0137329,0.0158691,-0.0759888,-0.00854492,0.112305,0.00488281,0.0357056,0.027771,0.0140381,0.00701904,-0.00549316,-0.0244141,-0.0189209
7489,0.0439453,-0.038147,-0.0616455,-0.0125122,0.0149536,-0.0765991,-0.00762939,0.111084,0.00457764,0.03479,0.0299072,0.0152588,0.00640869,-0.00457764,-0.0253296,-0.0192261
7489,0.0439453,-0.038147,-0.0616455,-0.0125122,0.0149536,-0.0765991,-0.00762939,0.111084,0.00457764,0.03479,0.0299072,0.0152588,0.00640869,-0.00457764,-0.0253296,-0.0192261
7599,0.0436401,-0.0378418,-0.0616455,-0.0143433,0.015564,-0.0765991,-0.00793457,0.111389,0.00457764,0.0360107,0.0323486,0.0170898,0.00762939,-0.00457764,-0.0234985,-0.0192261
7599,0.0436401,-0.0378418,-0.0616455,-0.0143433,0.015564,-0.0765991,-0.00793457,0.111389,0.00457764,0.0360107,0.0323486,0.0170898,0.00762939,-0.00457764,-0.0234985,-0.0192261
7689,0.0430298,-0.0384521,-0.0637817,-0.0140381,0.0170898,-0.0759888,-0.0088501,0.111389,0.00396729,0.0363159,0.0305176,0.0167847,0.00793457,-0.00488281,-0.0238037,-0.0189209
7689,0.0430298,-0.0384521,-0.0637817,-0.0140381,0.0170898,-0.0759888,-0.0088501,0.111389,0.00396729,0.0363159,0.0305176,0.0167847,0.00793457,-0.00488281,-0.0238037,-0.0189209
7799,0.0402832,-0.0384521,-0.0637817,-0.0158691,0.0170898,-0.0750732,-0.0088501,0.111694,0.00488281,0.0350952,0.0292969,0.0158691,0.00793457,-0.00488281,-0.0247192,-0.0189209
7799,0.0402832,-0.0384521,-0.0637817,-0.0158691,0.0170898,-0.0750732,-0.0088501,0.111694,0.00488281,0.0350952,0.0292969,0.0158691,0.00793457,-0.00488281,-0.0247192,-0.0189209
7899,0.0424194,-0.038147,-0.0640869,-0.015564,0.0161743,-0.0765991,-0.0088501,0.112,0.00427246,0.0354004,0.0308228,0.0161743,0.00823975,-0.00366211,-0.0247192,-0.0192261
8009,0.0485229,-0.038147,-0.0662231,-0.0140381,0.0170898,-0.0765991,-0.0088501,0.112,0.00488281,0.0360107,0.0289917,0.0143433,0.00701904,-0.00610352,-0.0244141,-0.0192261
8009,0.0485229,-0.038147,-0.0662231,-0.0140381,0.0170898,-0.0765991,-0.0088501,0.112,0.00488281,0.0360107,0.0289917,0.0143433,0.00701904,-0.00610352,-0.0244141,-0.0192261
8099,0.0512695,-0.038147,-0.0683594,-0.0143433,0.0198364,-0.0759888,-0.00946045,0.111694,0.00457764,0.0350952,0.0259399,0.0115967,0.00732422,-0.00518799,-0.0238037,-0.0192261
8099,0.0512695,-0.038147,-0.0683594,-0.0143433,0.0198364,-0.0759888,-0.00946045,0.111694,0.00457764,0.0350952,0.0259399,0.0115967,0.00732422,-0.00518799,-0.0238037,-0.0192261
8209,0.0473022,-0.0390625,-0.0674438,-0.0161743,0.0210571,-0.0756836,-0.0088501,0.112305,0.00549316,0.0350952,0.0234985,0.0125122,0.00701904,-0.00610352,-0.0244141,-0.0186157
8209,0.0473022,-0.0390625,-0.0674438,-0.0161743,0.0210571,-0.0756836,-0.0088501,0.112305,0.00549316,0.0350952,0.0234985,0.0125122,0.00701904,-0.00610352,-0.0244141,-0.0186157
8299,0.043335,-0.0378418,-0.0653076,-0.0152588,0.0195312,-0.0747681,-0.00946045,0.11322,0.00488281,0.0363159,0.027771,0.0152588,0.00793457,-0.00488281,-0.0244141,-0.0180054
8299,0.043335,-0.0378418,-0.0653076,-0.0152588,0.0195312,-0.0747681,-0.00946045,0.11322,0.00488281,0.0363159,0.027771,0.0152588,0.00793457,-0.00488281,-0.0244141,-0.0180054
8389,0.0457764,-0.0384521,-0.0668335,-0.0140381,0.0219727,-0.0735474,-0.0100708,0.112305,0.00518799,0.0369263,0.027771,0.0146484,0.00793457,-0.00488281,-0.0244141,-0.0186157
8389,0.0457764,-0.0384521,-0.0668335,-0.0140381,0.0219727,-0.0735474,-0.0100708,0.112305,0.00518799,0.0369263,0.027771,0.0146484,0.00793457,-0.00488281,-0.0244141,-0.0186157
8499,0.0448608,-0.0384521,-0.0668335,-0.0152588,0.0222778,-0.0735474,-0.0109863,0.112,0.00488281,0.0360107,0.0268555,0.0137329,0.00854492,-0.00427246,-0.0241089,-0.0201416
8499,0.0448608,-0.0384521,-0.0668335,-0.0152588,0.0222778,-0.0735474,-0.0109863,0.112,0.00488281,0.0360107,0.0268555,0.0137329,0.00854492,-0.00427246,-0.0241089,-0.0201416
8599,0.0460815,-0.0393677,-0.0668335,-0.015564,0.0210571,-0.0732422,-0.0109863,0.112915,0.00518799,0.03479,0.0265503,0.0143433,0.00762939,-0.00457764,-0.0244141,-0.0192261
8599,0.0460815,-0.0393677,-0.0668335,-0.015564,0.0210571,-0.0732422,-0.0109863,0.112915,0.00518799,0.03479,0.0265503,0.0143433,0.00762939,-0.00457764,-0.0244141,-0.0192261
8709,0.0457764,-0.0390625,-0.0671387,-0.0140381,0.0213623,-0.0741577,-0.010376,0.112915,0.00427246,0.0354004,0.0268555,0.0143433,0.00701904,-0.00610352,-0.0238037,-0.0183105
8709,0.0457764,-0.0390625,-0.0671387,-0.0140381,0.0213623,-0.0741577,-0.010376,0.112915,0.00427246,0.0354004,0.0268555,0.0143433,0.00701904,-0.00610352,-0.0238037,-0.0183105
8799,0.0460815,-0.0372314,-0.0665283,-0.0146484,0.0216675,-0.0735474,-0.0106812,0.112915,0.00457764,0.0357056,0.0274658,0.0137329,0.00793457,-0.00549316,-0.0241089,-0.0180054
8909,0.0454712,-0.0387573,-0.0671387,-0.0140381,0.0204468,-0.0741577,-0.010376,0.112,0.00488281,0.0357056,0.0271606,0.0125122,0.00732422,-0.00518799,-0.0250244,-0.0189209
8909,0.0454712,-0.0387573,-0.0671387,-0.0140381,0.0204468,-0.0741577,-0.010376,0.112,0.00488281,0.0357056,0.0271606,0.0125122,0.00732422,-0.00518799,-0.0250244,-0.0189209
8999,0.0454712,-0.038147,-0.0668335,-0.0146484,0.0219727,-0.0741577,-0.00946045,0.111694,0.00488281,0.0360107,0.0274658,0.0137329,0.00762939,-0.00488281,-0.0241089,-0.0186157
8999,0.0454712,-0.038147,-0.0668335,-0.0146484,0.0219727,-0.0741577,-0.00946045,0.111694,0.00488281,0.0360107,0.0274658,0.0137329,0.00762939,-0.00488281,-0.0241089,-0.0186157
9109,0.0466919,-0.0384521,-0.0668335,-0.015564,0.0216675,-0.0747681,-0.0100708,0.11322,0.00518799,0.0363159,0.0274658,0.0143433,0.00823975,-0.00518799,-0.0234985,-0.0183105
9109,0.0466919,-0.0384521,-0.0668335,-0.015564,0.0216675,-0.0747681,-0.0100708,0.11322,0.00518799,0.0363159,0.0274658,0.0143433,0.00823975,-0.00518799,-0.0234985,-0.0183105
9199,0.0466919,-0.0393677,-0.0656128,-0.0152588,0.022583,-0.0744629,-0.0112915,0.112305,0.00427246,0.0363159,0.0268555,0.0143433,0.00762939,-0.00610352,-0.0247192,-0.0192261
9199,0.0466919,-0.0393677,-0.0656128,-0.0152588,0.022583,-0.0744629,-0.0112915,0.112305,0.00427246,0.0363159,0.0268555,0.0143433,0.00762939,-0.00610352,-0.0247192,-0.0192261
9309,0.0457764,-0.0402832,-0.0671387,-0.0149536,0.0219727,-0.0741577,-0.0106812,0.113831,0.00518799,0.0354004,0.0274658,0.0140381,0.00823975,-0.00457764,-0.0228882,-0.0180054
9309,0.0457764,-0.0402832,-0.0671387,-0.0149536,0.0219727,-0.0741577,-0.0106812,0.113831,0.00518799,0.0354004,0.0274658,0.0140381,0.00823975,-0.00457764,-0.0228882,-0.0180054
9399,0.0454712,-0.0408936,-0.0680542,-0.0140381,0.0210571,-0.0732422,-0.00976562,0.114441,0.00488281,0.0357056,0.0268555,0.0143433,0.00732422,-0.00366211,-0.0241089,-0.0186157
9399,0.0454712,-0.0408936,-0.0680542,-0.0140381,0.0210571,-0.0732422,-0.00976562,0.114441,0.00488281,0.0357056,0.0268555,0.0143433,0.00732422,-0.00366211,-0.0241089,-0.0186157
9509,0.0460815,-0.0405884,-0.0671387,-0.0137329,0.0213623,-0.0744629,-0.00976562,0.113831,0.00518799,0.0357056,0.027771,0.0146484,0.00732422,-0.00488281,-0.0241089,-0.0186157
9509,0.0460815,-0.0405884,-0.0671387,-0.0137329,0.0213623,-0.0744629,-0.00976562,0.113831,0.00518799,0.0357056,0.027771,0.0146484,0.00732422,-0.00488281,-0.0241089,-0.0186157
9599,0.0457764,-0.0378418,-0.065918,-0.0146484,0.0216675,-0.0744629,-0.0106812,0.111694,0.00457764,0.0363159,0.0271606,0.0137329,0.00732422,-0.00518799,-0.0241089,-0.0186157
9709,0.0448608,-0.0393677,-0.0662231,-0.0137329,0.0204468,-0.0744629,-0.00915527,0.11322,0.00488281,0.0366211,0.0265503,0.0128174,0.00671387,-0.00518799,-0.0247192,-0.0183105
9709,0.0448608,-0.0393677,-0.0662231,-0.0137329,0.0204468,-0.0744629,-0.00915527,0.11322,0.00488281,0.0366211,0.0265503,0.0128174,0.00671387,-0.00518799,-0.0247192,-0.0183105
9809,0.0454712,-0.0408936,-0.065918,-0.0128174,0.0204468,-0.0735474,-0.0088501,0.11322,0.00549316,0.0360107,0.0271606,0.0134277,0.00701904,-0.00427246,-0.0244141,-0.0192261
9809,0.0454712,-0.0408936,-0.065918,-0.0128174,0.0204468,-0.0735474,-0.0088501,0.11322,0.00549316,0.0360107,0.0271606,0.0134277,0.00701904,-0.00427246,-0.0244141,-0.0192261
9919,0.0466919,-0.038147,-0.0656128,-0.0143433,0.0210571,-0.0744629,-0.00915527,0.111084,0.00488281,0.0375366,0.0268555,0.0128174,0.00732422,-0.00549316,-0.0247192,-0.0192261
9919,0.0466919,-0.038147,-0.0656128,-0.0143433,0.0210571,-0.0744629,-0.00915527,0.111084,0.00488281,0.0375366,0.0268555,0.0128174,0.00732422,-0.00549316,-0.0247192,-0.0192261
9999,0.0466919,-0.0366211,-0.0656128,-0.0140381,0.020752,-0.0747681,-0.010376,0.111694,0.00549316,0.0357056,0.0268555,0.0140381,0.00671387,-0.00640869,-0.0244141,-0.0186157
