Scan,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16
6101,-0.00244141,-0.0012207,-0.000915527,-0.00244141,-0.000915527,-0.00244141,0,-0.00366211,-0.00274658,-0.00152588,-0.00305176,0.000305176,-0.0012207,-0.00244141,-0.00183105,-0.00213623
6191,-0.00335693,-0.0012207,0,-0.00152588,-0.00152588,-0.00244141,0.000915527,-0.00274658,-0.00274658,-0.00152588,-0.00335693,0.000305176,-0.000915527,-0.00244141,-0.0012207,-0.000610352
6191,-0.00335693,-0.0012207,0,-0.00152588,-0.00152588,-0.00244141,0.000915527,-0.00274658,-0.00274658,-0.00152588,-0.00335693,0.000305176,-0.000915527,-0.00244141,-0.0012207,-0.000610352
6301,-0.00366211,-0.0012207,-0.000305176,-0.00244141,-0.0012207,-0.00305176,0,-0.00366211,-0.00274658,-0.000610352,-0.00335693,0.000305176,-0.00152588,-0.00305176,-0.0012207,-0.000610352
6301,-0.00366211,-0.0012207,-0.000305176,-0.00244141,-0.0012207,-0.00305176,0,-0.00366211,-0.00274658,-0.000610352,-0.00335693,0.000305176,-0.00152588,-0.00305176,-0.0012207,-0.000610352
6391,-0.00244141,-0.0012207,0.000305176,-0.00213623,-0.000915527,-0.00305176,0.000915527,-0.00335693,-0.00213623,-0.00183105,-0.00335693,0.000610352,-0.000610352,-0.00244141,-0.00152588,0.000305176
6391,-0.00244141,-0.0012207,0.000305176,-0.00213623,-0.000915527,-0.00305176,0.000915527,-0.00335693,-0.00213623,-0.00183105,-0.00335693,0.000610352,-0.000610352,-0.00244141,-0.00152588,0.000305176
6501,-0.00366211,-0.000915527,-0.000305176,-0.00244141,-0.00152588,-0.00274658,0,-0.00366211,-0.00244141,-0.0012207,-0.00427246,0,-0.00152588,-0.00244141,-0.00183105,-0.000610352
6501,-0.00366211,-0.000915527,-0.000305176,-0.00244141,-0.00152588,-0.00274658,0,-0.00366211,-0.00244141,-0.0012207,-0.00427246,0,-0.00152588,-0.00244141,-0.00183105,-0.000610352
6601,-0.00427246,-0.00183105,-0.0012207,-0.00213623,-0.000915527,-0.00274658,-0.000610352,-0.00366211,-0.00213623,-0.00213623,-0.00305176,0.000915527,-0.0012207,-0.00213623,-0.00305176,-0.000610352
6601,-0.00427246,-0.00183105,-0.0012207,-0.00213623,-0.000915527,-0.00274658,-0.000610352,-0.00366211,-0.00213623,-0.00213623,-0.00305176,0.000915527,-0.0012207,-0.00213623,-0.00305176,-0.000610352
6691,-0.00305176,-0.00152588,-0.000610352,-0.00183105,-0.000610352,-0.00244141,-0.000305176,-0.00335693,-0.00305176,-0.00152588,-0.00244141,-0.000305176,-0.00183105,-0.00183105,-0.00274658,-0.000610352
6691,-0.00305176,-0.00152588,-0.000610352,-0.00183105,-0.000610352,-0.00244141,-0.000305176,-0.00335693,-0.00305176,-0.00152588,-0.00244141,-0.000305176,-0.00183105,-0.00183105,-0.00274658,-0.000610352
6801,-0.00427246,-0.00183105,-0.000610352,-0.00183105,-0.00183105,-0.00213623,0,-0.00305176,-0.00274658,-0.0012207,-0.00305176,0.000305176,-0.0012207,-0.00274658,-0.00244141,-0.000305176
6801,-0.00427246,-0.00183105,-0.000610352,-0.00183105,-0.00183105,-0.00213623,0,-0.00305176,-0.00274658,-0.0012207,-0.00305176,0.000305176,-0.0012207,-0.00274658,-0.00244141,-0.000305176
6901,-0.00366211,-0.00183105,-0.000915527,-0.00152588,-0.00152588,-0.00213623,-0.000915527,-0.00305176,-0.00305176,-0.00183105,-0.00335693,0,-0.00183105,-0.00244141,-0.00244141,-0.000610352
6901,-0.00366211,-0.00183105,-0.000915527,-0.00152588,-0.00152588,-0.00213623,-0.000915527,-0.00305176,-0.00305176,-0.00183105,-0.00335693,0,-0.00183105,-0.00244141,-0.00244141,-0.000610352
7001,-0.00305176,-0.000610352,-0.000610352,-0.000610352,-0.00183105,-0.00183105,-0.000610352,-0.00305176,-0.00213623,-0.0012207,-0.00366211,0,-0.0012207,-0.00213623,-0.00183105,0
7001,-0.00305176,-0.000610352,-0.000610352,-0.000610352,-0.00183105,-0.00183105,-0.000610352,-0.00305176,-0.00213623,-0.0012207,-0.00366211,0,-0.0012207,-0.00213623,-0.00183105,0
7101,-0.00244141,-0.00244141,-0.000305176,-0.00183105,-0.000610352,-0.00213623,-0.000305176,-0.00427246,-0.00213623,-0.00213623,-0.00305176,0,-0.00152588,-0.00244141,-0.00335693,-0.000915527
7101,-0.00244141,-0.00244141,-0.000305176,-0.00183105,-0.000610352,-0.00213623,-0.000305176,-0.00427246,-0.00213623,-0.00213623,-0.00305176,0,-0.00152588,-0.00244141,-0.00335693,-0.000915527
7211,-0.00366211,-0.000915527,0,-0.00305176,-0.00152588,-0.00183105,0.000610352,-0.00305176,-0.00305176,-0.00244141,-0.00305176,0.000610352,-0.00152588,-0.00244141,-0.00244141,-0.000915527
7211,-0.00366211,-0.000915527,0,-0.00305176,-0.00152588,-0.00183105,0.000610352,-0.00305176,-0.00305176,-0.00244141,-0.00305176,0.000610352,-0.00152588,-0.00244141,-0.00244141,-0.000915527
7301,-0.00366211,-0.0012207,-0.000915527,-0.00244141,-0.000915527,-0.00183105,0,-0.00396729,-0.00244141,-0.000915527,-0.00305176,0.000305176,-0.00183105,-0.00183105,-0.00244141,-0.000610352
7301,-0.00366211,-0.0012207,-0.000915527,-0.00244141,-0.000915527,-0.00183105,0,-0.00396729,-0.00244141,-0.000915527,-0.00305176,0.000305176,-0.00183105,-0.00183105,-0.00244141,-0.000610352
7411,-0.00244141,-0.00152588,-0.000305176,-0.00244141,-0.00152588,-0.00244141,-0.000305176,-0.00335693,-0.00213623,-0.00183105,-0.00366211,-0.000610352,-0.00152588,-0.00244141,-0.00152588,-0.000610352
7411,-0.00244141,-0.00152588,-0.000305176,-0.00244141,-0.00152588,-0.00244141,-0.000305176,-0.00335693,-0.00213623,-0.00183105,-0.00366211,-0.000610352,-0.00152588,-0.00244141,-0.00152588,-0.000610352
7501,-0.00274658,-0.000915527,-0.000610352,-0.0012207,-0.000305176,-0.00244141,0,-0.00335693,-0.00305176,-0.00152588,-0.00305176,0.000305176,-0.00213623,-0.00244141,-0.00274658,-0.000915527
7501,-0.00274658,-0.000915527,-0.000610352,-0.0012207,-0.000305176,-0.00244141,0,-0.00335693,-0.00305176,-0.00152588,-0.00305176,0.000305176,-0.00213623,-0.00244141,-0.00274658,-0.000915527
7601,-0.00366211,-0.000610352,-0.000915527,-0.00183105,-0.0012207,-0.00152588,0.000305176,-0.00335693,-0.00274658,-0.0012207,-0.00427246,0.000610352,-0.00213623,-0.00244141,-0.00183105,-0.00152588
7601,-0.00366211,-0.000610352,-0.000915527,-0.00183105,-0.0012207,-0.00152588,0.000305176,-0.00335693,-0.00274658,-0.0012207,-0.00427246,0.000610352,-0.00213623,-0.00244141,-0.00183105,-0.00152588
7711,-0.00274658,-0.00152588,-0.000915527,-0.00213623,-0.0012207,-0.00274658,-0.000305176,-0.00427246,-0.00274658,-0.00213623,-0.00366211,0.000305176,-0.00152588,-0.00244141,-0.00213623,0
7711,-0.00274658,-0.00152588,-0.000915527,-0.00213623,-0.0012207,-0.00274658,-0.000305176,-0.00427246,-0.00274658,-0.00213623,-0.00366211,0.000305176,-0.00152588,-0.00244141,-0.00213623,0
7801,-0.00244141,-0.000610352,-0.000915527,-0.00183105,-0.00152588,-0.00335693,-0.000610352,-0.00366211,-0.00213623,-0.00183105,-0.00366211,0.000610352,-0.00183105,-0.00213623,-0.00305176,0
7801,-0.00244141,-0.000610352,-0.000915527,-0.00183105,-0.00152588,-0.00335693,-0.000610352,-0.00366211,-0.00213623,-0.00183105,-0.00366211,0.000610352,-0.00183105,-0.00213623,-0.00305176,0
7911,-0.00366211,-0.00183105,-0.000610352,-0.00213623,-0.00152588,-0.00305176,0.000305176,-0.00366211,-0.00244141,-0.00152588,-0.00366211,0.0012207,-0.0012207,-0.00244141,-0.00305176,-0.000915527
7911,-0.00366211,-0.00183105,-0.000610352,-0.00213623,-0.00152588,-0.00305176,0.000305176,-0.00366211,-0.00244141,-0.00152588,-0.00366211,0.0012207,-0.0012207,-0.00244141,-0.00305176,-0.000915527
8001,-0.00366211,-0.00152588,-0.000610352,-0.00244141,-0.000915527,-0.00335693,-0.000610352,-0.00335693,-0.00213623,-0.00213623,-0.00305176,-0.000305176,-0.00152588,-0.0012207,-0.00244141,-0.000305176
8001,-0.00366211,-0.00152588,-0.000610352,-0.00244141,-0.000915527,-0.00335693,-0.000610352,-0.00335693,-0.00213623,-0.00213623,-0.00305176,-0.000305176,-0.00152588,-0.0012207,-0.00244141,-0.000305176
8111,-0.00335693,-0.0012207,-0.000305176,-0.00213623,-0.000915527,-0.00274658,-0.000305176,-0.00305176,-0.00244141,-0.00213623,-0.00366211,0.000305176,-0.00183105,-0.00305176,-0.00244141,-0.000305176
8111,-0.00335693,-0.0012207,-0.000305176,-0.00213623,-0.000915527,-0.00274658,-0.000305176,-0.00305176,-0.00244141,-0.00213623,-0.00366211,0.000305176,-0.00183105,-0.00305176,-0.00244141,-0.000305176
8211,-0.00366211,-0.00213623,-0.000305176,-0.000915527,-0.000610352,-0.00213623,-0.000305176,-0.00274658,-0.00183105,-0.000915527,-0.00305176,-0.000610352,-0.00152588,-0.00213623,-0.00183105,-0.000305176
8301,-0.00274658,-0.0012207,-0.000915527,-0.00152588,-0.000915527,-0.00183105,-0.000305176,-0.00335693,-0.00213623,-0.00183105,-0.00335693,0.000305176,-0.00183105,-0.00274658,-0.00213623,-0.000915527
8301,-0.00274658,-0.0012207,-0.000915527,-0.00152588,-0.000915527,-0.00183105,-0.000305176,-0.00335693,-0.00213623,-0.00183105,-0.00335693,0.000305176,-0.00183105,-0.00274658,-0.00213623,-0.000915527
8411,-0.00335693,-0.0012207,-0.000610352,-0.0012207,-0.000305176,-0.00213623,-0.000305176,-0.00335693,-0.00213623,-0.00183105,-0.00335693,-0.000305176,-0.00152588,-0.00213623,-0.00152588,-0.000610352
8411,-0.00335693,-0.0012207,-0.000610352,-0.0012207,-0.000305176,-0.00213623,-0.000305176,-0.00335693,-0.00213623,-0.00183105,-0.00335693,-0.000305176,-0.00152588,-0.00213623,-0.00152588,-0.000610352
8521,-0.00274658,-0.00213623,-0.000610352,-0.00244141,-0.000915527,-0.00183105,-0.000610352,-0.00335693,-0.00213623,-0.0012207,-0.00305176,0.000610352,-0.0012207,-0.00335693,-0.00183105,-0.000610352
8521,-0.00274658,-0.00213623,-0.000610352,-0.00244141,-0.000915527,-0.00183105,-0.000610352,-0.00335693,-0.00213623,-0.0012207,-0.00305176,0.000610352,-0.0012207,-0.00335693,-0.00183105,-0.000610352
8611,-0.00366211,-0.000915527,-0.0012207,-0.00183105,-0.000915527,-0.00244141,0,-0.00457764,-0.00244141,-0.000915527,-0.00335693,0.000305176,-0.00244141,-0.0012207,-0.00213623,-0.000305176
8611,-0.00366211,-0.000915527,-0.0012207,-0.00183105,-0.000915527,-0.00244141,0,-0.00457764,-0.00244141,-0.000915527,-0.00335693,0.000305176,-0.00244141,-0.0012207,-0.00213623,-0.000305176
8701,-0.00335693,-0.0012207,0.000610352,-0.00274658,-0.000610352,-0.00183105,0.000305176,-0.00335693,-0.00244141,-0.000305176,-0.00274658,0,-0.0012207,-0.00183105,-0.00213623,-0.000305176
8701,-0.00335693,-0.0012207,0.000610352,-0.00274658,-0.000610352,-0.00183105,0.000305176,-0.00335693,-0.00244141,-0.000305176,-0.00274658,0,-0.0012207,-0.00183105,-0.00213623,-0.000305176
8821,-0.00335693,-0.00183105,-0.000305176,-0.00213623,-0.000610352,-0.00244141,0.000305176,-0.00366211,-0.00274658,-0.000610352,-0.00335693,0.000610352,-0.000915527,-0.00244141,-0.00335693,-0.000610352
8821,-0.00335693,-0.00183105,-0.000305176,-0.00213623,-0.000610352,-0.00244141,0.000305176,-0.00366211,-0.00274658,-0.000610352,-0.00335693,0.000610352,-0.000915527,-0.00244141,-0.00335693,-0.000610352
8911,-0.00335693,-0.000610352,-0.000305176,-0.00152588,-0.000610352,-0.00274658,0.000305176,-0.00366211,-0.00274658,-0.00213623,-0.00335693,-0.000305176,-0.000915527,-0.00244141,-0.00213623,-0.000915527
8911,-0.00335693,-0.000610352,-0.000305176,-0.00152588,-0.000610352,-0.00274658,0.000305176,-0.00366211,-0.00274658,-0.00213623,-0.00335693,-0.000305176,-0.000915527,-0.00244141,-0.00213623,-0.000915527
9021,-0.00335693,-0.000915527,-0.00152588,-0.00244141,-0.000610352,-0.00213623,-0.000305176,-0.00396729,-0.00152588,-0.000915527,-0.00366211,0,-0.0012207,-0.00335693,-0.00366211,-0.000610352
9021,-0.00335693,-0.000915527,-0.00152588,-0.00244141,-0.000610352,-0.00213623,-0.000305176,-0.00396729,-0.00152588,-0.000915527,-0.00366211,0,-0.0012207,-0.00335693,-0.00366211,-0.000610352
9111,-0.00335693,-0.000915527,0,-0.00152588,-0.00152588,-0.00213623,0,-0.00335693,-0.00305176,-0.00183105,-0.00274658,0,-0.000915527,-0.00244141,-0.00274658,-0.000915527
9111,-0.00335693,-0.000915527,0,-0.00152588,-0.00152588,-0.00213623,0,-0.00335693,-0.00305176,-0.00183105,-0.00274658,0,-0.000915527,-0.00244141,-0.00274658,-0.000915527
9221,-0.00305176,-0.0012207,-0.000610352,-0.00152588,0.000305176,-0.00244141,-0.000305176,-0.00366211,-0.00305176,-0.0012207,-0.00244141,0,-0.000915527,-0.00213623,-0.00183105,-0.000915527
9221,-0.00305176,-0.0012207,-0.000610352,-0.00152588,0.000305176,-0.00244141,-0.000305176,-0.00366211,-0.00305176,-0.0012207,-0.00244141,0,-0.000915527,-0.00213623,-0.00183105,-0.000915527
9321,-0.00335693,-0.00183105,-0.000610352,-0.00213623,-0.00152588,-0.00244141,-0.000915527,-0.00305176,-0.0012207,-0.00183105,-0.00366211,-0.000305176,-0.00183105,-0.00274658,-0.00213623,-0.000915527
9321,-0.00335693,-0.00183105,-0.000610352,-0.00213623,-0.00152588,-0.00244141,-0.000915527,-0.00305176,-0.0012207,-0.00183105,-0.00366211,-0.000305176,-0.00183105,-0.00274658,-0.00213623,-0.000915527
9431,-0.00335693,-0.000915527,-0.0012207,-0.00244141,-0.000915527,-0.00183105,0.000305176,-0.00335693,-0.00274658,-0.00213623,-0.00366211,0.000610352,-0.000915527,-0.00213623,-0.00244141,-0.000915527
9431,-0.00335693,-0.000915527,-0.0012207,-0.00244141,-0.000915527,-0.00183105,0.000305176,-0.00335693,-0.00274658,-0.00213623,-0.00366211,0.000610352,-0.000915527,-0.00213623,-0.00244141,-0.000915527
9521,-0.00274658,-0.00244141,-0.00183105,-0.00274658,-0.000610352,-0.00274658,0.000610352,-0.00396729,-0.00183105,-0.00152588,-0.00274658,-0.000305176,-0.00152588,-0.00183105,-0.0012207,0.000305176
9521,-0.00274658,-0.00244141,-0.00183105,-0.00274658,-0.000610352,-0.00274658,0.000610352,-0.00396729,-0.00183105,-0.00152588,-0.00274658,-0.000305176,-0.00152588,-0.00183105,-0.0012207,0.000305176
9631,-0.00396729,-0.000915527,-0.000610352,-0.00305176,-0.00152588,-0.00213623,0.000610352,-0.00305176,-0.00152588,-0.0012207,-0.00366211,0.000305176,-0.00183105,-0.00274658,-0.00335693,-0.000610352
9631,-0.00396729,-0.000915527,-0.000610352,-0.00305176,-0.00152588,-0.00213623,0.000610352,-0.00305176,-0.00152588,-0.0012207,-0.00366211,0.000305176,-0.00183105,-0.00274658,-0.00335693,-0.000610352
9721,-0.00274658,-0.0012207,-0.000305176,-0.00213623,-0.000305176,-0.00244141,-0.000305176,-0.00335693,-0.00183105,-0.00244141,-0.00274658,-0.000305176,-0.000915527,-0.00244141,-0.00305176,-0.000915527
9721,-0.00274658,-0.0012207,-0.000305176,-0.00213623,-0.000305176,-0.00244141,-0.000305176,-0.00335693,-0.00183105,-0.00244141,-0.00274658,-0.000305176,-0.000915527,-0.00244141,-0.00305176,-0.000915527
9821,-0.00213623,-0.00213623,-0.0012207,-0.00152588,-0.000915527,-0.0012207,0.000305176,-0.00305176,-0.00244141,-0.00183105,-0.00457764,0,-0.00152588,-0.00274658,-0.00244141,0
9821,-0.00213623,-0.00213623,-0.0012207,-0.00152588,-0.000915527,-0.0012207,0.000305176,-0.00305176,-0.00244141,-0.00183105,-0.00457764,0,-0.00152588,-0.00274658,-0.00244141,0
9931,-0.00335693,-0.000915527,0,-0.00183105,-0.000915527,-0.00213623,-0.000915527,-0.00335693,-0.00335693,-0.00183105,-0.00366211,0.000305176,-0.00152588,-0.00244141,-0.00244141,-0.000305176
9931,-0.00335693,-0.000915527,0,-0.00183105,-0.000915527,-0.00213623,-0.000915527,-0.00335693,-0.00335693,-0.00183105,-0.00366211,0.000305176,-0.00152588,-0.00244141,-0.00244141,-0.000305176
9999,-0.00396729,-0.00152588,-0.000610352,-0.00152588,-0.00183105,-0.00305176,-0.000305176,-0.00305176,-0.00183105,-0.0012207,-0.00335693,0,-0.0012207,-0.00213623,-0.00274658,-0.000610352
